City,Locality,Property Type,Price,Furnishing Status,Number of Rooms,Number of Bathroom,Balcony,Clubhouse,Swimming Pool,"""Kids Play Areas""",Parking,Area (Sq.Ft.),Area Type,State
Chandigarh,KharaR-Banur Road,Residential,4500000,Semi-Furnished,3,3,Connected,0,0,0,2,1210.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Commercial,0,Unfurnished,0,0,No Balcony,0,0,1,2,900.0,Built-up Area,Chandigarh
Chandigarh,Bir Chhat,Residential,21400000,Unfurnished,3,4,"Connected,Room-attached",0,1,1,2,2675.0,Saleable Area,Chandigarh
Chandigarh,Saini Majra,Residential,10800000,Furnished,4,3,Room-attached,0,0,0,0,1500.0,Carpet Area,Chandigarh
Chandigarh,North Mullanpur,Residential,11500000,Furnished,3,3,Connected,0,0,0,2,1640.0,Built-up Area,Chandigarh
Chandigarh,KharaR-Banur Road,Residential,6590000,Furnished,3,3,Connected,0,0,0,1,1506.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,12500000,Unfurnished,3,3,Room-attached,0,0,0,2,2250.0,Built-up Area,Chandigarh
Chandigarh,Pir Machalla,Residential,6200000,Semi-Furnished,3,3,Connected,0,0,0,3,1750.0,Saleable Area,Chandigarh
Chandigarh,Chandigarh Airport,Residential,24500000,Semi-Furnished,5,4,Room-attached,0,0,0,3,3226.0,Built-up Area,Chandigarh
Chandigarh,KharaR-Banur Road,Residential,34000000,Unfurnished,4,4,Room-attached,0,0,1,2,3600.0,Built-up Area,Chandigarh
Chandigarh,Central Mohali,Residential,18000000,Unfurnished,3,3,Room-attached,0,0,1,0,200.0,Plot Area,Chandigarh
Chandigarh,Chandigarh Airport,Residential,29100000,Unfurnished,4,4,Room-attached,0,0,0,2,3990.0,Built-up Area,Chandigarh
Chandigarh,South Mullanpur,Residential,28000000,Unfurnished,3,3,Room-attached,0,0,0,0,3150.0,Plot Area,Chandigarh
Chandigarh,North Mullanpur,Residential,36523609,Semi-Furnished,3,3,"Connected,Room-attached",0,0,0,3,1606.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,10800000,Unfurnished,3,3,"Connected,Room-attached",1,1,1,3,1702.0,Built-up Area,Chandigarh
Chandigarh,South Mullanpur,Residential,19500000,Unfurnished,3,3,Room-attached,1,1,1,0,2250.0,Plot Area,Chandigarh
Chandigarh,North Mullanpur,Residential,36523609,Unfurnished,3,3,Room-attached,1,0,1,0,1035.0,Plot Area,Chandigarh
Chandigarh,North Mullanpur,Residential,9400000,Unfurnished,3,2,Room-attached,0,0,1,2,1260.0,Built-up Area,Chandigarh
Chandigarh,North Kharar,Residential,15500000,Unfurnished,3,3,Room-attached,0,0,1,0,3060.0,Plot Area,Chandigarh
Chandigarh,North Mullanpur,Residential,13000000,Unfurnished,3,3,Room-attached,0,0,0,0,1350.0,Plot Area,Chandigarh
Chandigarh,North Mullanpur,Residential,16500000,Unfurnished,3,3,Room-attached,0,1,0,0,1809.0,Plot Area,Chandigarh
Chandigarh,North Mullanpur,Residential,9200000,Semi-Furnished,3,2,Connected,0,0,0,3,1430.0,Built-up Area,Chandigarh
Chandigarh,Chandigarh Airport,Residential,17800000,Semi-Furnished,3,3,"Connected,Individual,Room-attached",0,0,0,2,2100.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,20500000,Unfurnished,3,3,Room-attached,1,1,1,0,2389.0,Plot Area,Chandigarh
Chandigarh,North Mullanpur,Residential,36523609,Unfurnished,3,3,Room-attached,0,0,0,0,900.0,Plot Area,Chandigarh
Chandigarh,North Mullanpur,Residential,45000000,Unfurnished,3,3,Room-attached,0,0,0,0,4050.0,Plot Area,Chandigarh
Chandigarh,Pir Machalla,Residential,6700000,Semi-Furnished,3,3,Connected,0,0,0,3,1680.0,Saleable Area,Chandigarh
Chandigarh,North Mullanpur,Residential,21000000,Unfurnished,3,3,Room-attached,0,0,1,0,2250.0,Plot Area,Chandigarh
Chandigarh,North Mullanpur,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,2,900.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,12500000,Unfurnished,3,3,Connected,1,1,1,3,1690.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,19000000,Unfurnished,3,3,Room-attached,0,1,0,0,1800.0,Plot Area,Chandigarh
Chandigarh,North Mullanpur,Residential,18500000,Unfurnished,3,3,Room-attached,0,0,1,0,2250.0,Plot Area,Chandigarh
Chandigarh,New Chandigarh,Commercial,0,Furnished,0,0,No Balcony,0,0,0,7,1400.0,Built-up Area,Chandigarh
Chandigarh,Central Mohali,Residential,25000000,Unfurnished,3,3,Room-attached,0,0,1,0,300.0,Plot Area,Chandigarh
Chandigarh,Sector 20,Residential,9390000,Furnished,3,3,"Connected,Room-attached",0,0,0,1,1755.0,Built-up Area,Chandigarh
Chandigarh,Chandigarh Airport,Residential,15000000,Unfurnished,3,3,Room-attached,0,0,0,0,1800.0,Plot Area,Chandigarh
Chandigarh,Bir Chhat,Residential,8500000,Semi-Furnished,3,3,Connected,0,0,0,2,1488.0,Saleable Area,Chandigarh
Chandigarh,North Mullanpur,Residential,36523609,Unfurnished,4,3,Room-attached,0,0,1,2,2065.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,36523609,Unfurnished,3,3,Room-attached,0,0,1,0,2700.0,Plot Area,Chandigarh
Chandigarh,Sector 34,Residential,78000000,Semi-Furnished,6,3,"Connected,Individual,Room-attached",0,0,0,5,2200.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,36523609,Furnished,4,3,Room-attached,0,0,0,0,2500.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,11000000,Unfurnished,3,3,Room-attached,0,0,0,0,1701.0,Plot Area,Chandigarh
Chandigarh,New Chandigarh,Residential,42000000,Unfurnished,3,3,Room-attached,0,0,0,0,4500.0,Plot Area,Chandigarh
Chandigarh,Ambala Highway,Residential,3000000,Furnished,1,1,Individual,0,0,0,2,475.0,Saleable Area,Chandigarh
Chandigarh,North Mullanpur,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,2,416.0,Built-up Area,Chandigarh
Chandigarh,Sector 45,Residential,22500000,Semi-Furnished,4,3,Room-attached,0,0,0,4,1450.0,Built-up Area,Chandigarh
Chandigarh,South Mullanpur,Residential,32500000,Unfurnished,3,3,Room-attached,1,1,1,0,3150.0,Plot Area,Chandigarh
Chandigarh,Sector 9,Residential,700000000,Semi-Furnished,6,3,"Connected,Individual,Room-attached",0,0,0,7,18000.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,21000000,Unfurnished,3,3,Room-attached,0,0,0,0,2889.0,Plot Area,Chandigarh
Chandigarh,North Mullanpur,Residential,41000000,Unfurnished,3,3,Room-attached,1,0,1,0,46170.0,Plot Area,Chandigarh
Chandigarh,Sector 44,Residential,12000000,Semi-Furnished,3,2,Room-attached,0,0,0,2,1100.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,35000000,Unfurnished,3,3,Room-attached,0,0,0,0,4518.0,Plot Area,Chandigarh
Chandigarh,North Kharar,Residential,14200000,Unfurnished,3,3,Room-attached,0,0,0,0,3078.0,Plot Area,Chandigarh
Chandigarh,Manimajra,Residential,30000000,Unfurnished,4,4,Room-attached,0,0,0,4,1532.0,Built-up Area,Chandigarh
Chandigarh,Ambala Highway,Commercial,0,Furnished,0,0,Individual,0,0,0,10,526.0,Saleable Area,Chandigarh
Chandigarh,North Mullanpur,Residential,9500000,Semi-Furnished,3,3,Room-attached,0,0,0,0,1395.0,Built-up Area,Chandigarh
Chandigarh,South Kharar,Residential,2600000,Semi-Furnished,2,2,Connected,0,0,0,2,918.0,Built-up Area,Chandigarh
Chandigarh,Mullanpur,Residential,15000000,Unfurnished,3,3,Room-attached,0,0,0,0,3078.0,Plot Area,Chandigarh
Chandigarh,Mohali Sector 82,Residential,13900000,Semi-Furnished,3,3,"Connected,Room-attached",0,0,0,2,1550.0,Saleable Area,Chandigarh
Chandigarh,Ambala Highway,Residential,9200000,Semi-Furnished,4,4,"Connected,Room-attached",0,0,1,1,2555.0,Saleable Area,Chandigarh
Chandigarh,North Mullanpur,Residential,22500000,Unfurnished,3,3,Room-attached,1,0,1,0,2700.0,Plot Area,Chandigarh
Chandigarh,North Mullanpur,Residential,60000000,Semi-Furnished,5,4,Room-attached,0,0,0,2,400.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,12000000,Unfurnished,3,3,Room-attached,0,1,1,0,1350.0,Plot Area,Chandigarh
Chandigarh,South Mullanpur,Residential,7500000,Unfurnished,2,2,Room-attached,0,0,1,2,1034.0,Carpet Area,Chandigarh
Chandigarh,Sector 2,Residential,2000000000,Semi-Furnished,6,3,"Connected,Individual,Room-attached",0,0,0,9,49500.0,Built-up Area,Chandigarh
Chandigarh,Sector 20,Residential,13500000,Furnished,4,3,"Connected,Room-attached",0,0,0,2,1530.0,Built-up Area,Chandigarh
Chandigarh,South Mullanpur,Residential,17000000,Unfurnished,3,3,Room-attached,1,0,1,0,1900.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,14000000,Semi-Furnished,3,3,"Connected,Room-attached",0,0,0,2,1885.0,Built-up Area,Chandigarh
Chandigarh,Central Kharar,Residential,2700000,Semi-Furnished,3,2,Connected,0,0,0,3,945.0,Built-up Area,Chandigarh
Chandigarh,Sector 12,Residential,8900000,Unfurnished,2,2,Connected,0,0,0,1,1386.0,Built-up Area,Chandigarh
Chandigarh,Sector 44,Residential,12000000,Semi-Furnished,3,2,Room-attached,0,0,0,4,900.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,42000000,Unfurnished,3,3,Room-attached,0,0,0,0,4500.0,Plot Area,Chandigarh
Chandigarh,South Mullanpur,Residential,9500000,Semi-Furnished,3,3,Room-attached,0,0,0,2,1477.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,52500000,Semi-Furnished,5,4,Room-attached,0,0,0,2,300.0,Built-up Area,Chandigarh
Chandigarh,South Mullanpur,Residential,27000000,Unfurnished,3,3,Room-attached,1,1,0,0,3150.0,Plot Area,Chandigarh
Chandigarh,North Mullanpur,Residential,35000000,Unfurnished,3,3,Room-attached,0,0,0,0,4509.0,Plot Area,Chandigarh
Chandigarh,Chandigarh Airport,Residential,6400000,Unfurnished,3,3,Room-attached,0,0,0,0,1800.0,Plot Area,Chandigarh
Chandigarh,Ambala Highway,Residential,11500000,Furnished,3,3,"Connected,Room-attached",0,0,0,2,1350.0,Built-up Area,Chandigarh
Chandigarh,Panchkula Sector 20,Residential,11000000,Furnished,3,3,"Connected,Room-attached",0,0,0,2,2079.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,10500000,Semi-Furnished,3,2,Connected,0,0,0,2,1603.0,Built-up Area,Chandigarh
Chandigarh,North Kharar,Residential,2650000,Semi-Furnished,2,2,Connected,0,0,0,3,900.0,Built-up Area,Chandigarh
Chandigarh,Central Derabassi,Residential,36523609,Semi-Furnished,1,1,Connected,0,0,0,1,700.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,7500000,Semi-Furnished,3,2,Room-attached,0,0,0,1,1180.0,Built-up Area,Chandigarh
Chandigarh,New Chandigarh,Residential,38000000,Semi-Furnished,5,3,Room-attached,0,0,0,2,4390.0,Built-up Area,Chandigarh
Chandigarh,North Kharar,Residential,5100000,Semi-Furnished,2,2,Connected,0,0,0,2,1125.0,Built-up Area,Chandigarh
Chandigarh,Sector 45,Residential,5500000,Semi-Furnished,2,1,Room-attached,0,0,0,2,708.0,Built-up Area,Chandigarh
Chandigarh,Manimajra,Residential,20000000,Unfurnished,4,4,Individual,0,0,0,3,2200.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,22500000,Unfurnished,3,3,Room-attached,0,0,0,0,1800.0,Plot Area,Chandigarh
Chandigarh,Sector 17,Commercial,0,Furnished,0,0,No Balcony,0,0,0,6,36000.0,Built-up Area,Chandigarh
Chandigarh,New Chandigarh,Commercial,0,Unfurnished,0,0,No Balcony,1,0,0,0,2594.0,Plot Area,Chandigarh
Chandigarh,Central Derabassi,Residential,2850000,Unfurnished,3,3,Room-attached,0,0,0,0,900.0,Plot Area,Chandigarh
Chandigarh,Khanpur,Residential,4500000,Semi-Furnished,2,2,Room-attached,0,0,0,0,950.0,Built-up Area,Chandigarh
Chandigarh,Central Derabassi,Residential,1880000,Semi-Furnished,1,1,Connected,0,0,0,1,540.0,Built-up Area,Chandigarh
Chandigarh,Bir Chhat,Residential,3500000,Semi-Furnished,1,1,"Connected,Room-attached",0,0,0,2,625.0,Saleable Area,Chandigarh
Chandigarh,Manimajra,Residential,37000000,Unfurnished,4,4,Room-attached,0,0,0,4,1532.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,16500000,Unfurnished,2,2,Room-attached,0,0,0,2,110.0,Built-up Area,Chandigarh
Chandigarh,Sector 40,Residential,50000000,Semi-Furnished,6,4,Connected,0,0,0,2,1000.0,Built-up Area,Chandigarh
Chandigarh,South Mullanpur,Residential,48000000,Semi-Furnished,5,5,Room-attached,0,0,0,0,3150.0,Built-up Area,Chandigarh
Chandigarh,Manimajra,Residential,11000000,Semi-Furnished,3,3,"Connected,Individual,Room-attached",0,0,0,3,1610.0,Built-up Area,Chandigarh
Chandigarh,Mohali Sector 115,Residential,7800000,Furnished,3,3,"Connected,Room-attached",0,0,0,2,1050.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,9000000,Semi-Furnished,3,2,Connected,0,0,0,2,1285.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,36523609,Unfurnished,3,3,Connected,1,1,1,2,2700.0,Built-up Area,Chandigarh
Chandigarh,Sector 22,Residential,30000000,Semi-Furnished,6,3,"Connected,Individual,Room-attached",0,0,0,3,1125.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,16000000,Unfurnished,3,3,Connected,0,0,1,2,900.0,Built-up Area,Chandigarh
Chandigarh,Chandigarh Airport,Residential,36523609,Unfurnished,2,2,Room-attached,0,0,1,2,800.0,Built-up Area,Chandigarh
Chandigarh,Sector 64,Residential,36523609,Semi-Furnished,4,4,Connected,0,0,0,4,2700.0,Built-up Area,Chandigarh
Chandigarh,Sector 21,Residential,95000000,Semi-Furnished,6,3,"Connected,Individual,Room-attached",0,0,0,5,2200.0,Built-up Area,Chandigarh
Chandigarh,Sector 32,Residential,36523609,Semi-Furnished,6,3,"Connected,Room-attached",0,0,0,3,1125.0,Built-up Area,Chandigarh
Chandigarh,Chandigarh Airport,Residential,23000000,Semi-Furnished,5,5,"Connected,Room-attached",0,0,0,2,2250.0,Built-up Area,Chandigarh
Chandigarh,Khanpur,Residential,10000000,Furnished,3,3,Room-attached,0,0,0,2,1125.0,Built-up Area,Chandigarh
Chandigarh,Chandigarh Airport,Residential,3999000,Semi-Furnished,2,2,Room-attached,0,0,0,2,900.0,Built-up Area,Chandigarh
Chandigarh,South Mullanpur,Residential,60000000,Furnished,6,4,Room-attached,0,0,0,3,3150.0,Built-up Area,Chandigarh
Chandigarh,Maloya,Residential,6500000,Unfurnished,6,3,Room-attached,0,0,0,2,800.0,Built-up Area,Chandigarh
Chandigarh,Sector 22,Residential,68000000,Furnished,6,3,Individual,0,0,0,3,1584.0,Built-up Area,Chandigarh
Chandigarh,Ambala Highway,Residential,8600000,Semi-Furnished,3,3,Room-attached,0,0,0,2,1995.0,Built-up Area,Chandigarh
Chandigarh,Aerocity,Residential,11700000,Semi-Furnished,3,3,Room-attached,0,0,0,2,1638.0,Built-up Area,Chandigarh
Chandigarh,Bir Chhat,Residential,10900000,Unfurnished,3,3,"Connected,Room-attached",0,0,1,2,1607.0,Built-up Area,Chandigarh
Chandigarh,Bir Chhat,Residential,11300000,Semi-Furnished,3,3,Room-attached,0,0,0,1,1640.0,Saleable Area,Chandigarh
Chandigarh,Bir Chhat,Residential,11000000,Unfurnished,3,3,Connected,1,0,0,2,1622.0,Built-up Area,Chandigarh
Chandigarh,Bir Chhat,Residential,11100000,Semi-Furnished,3,3,Room-attached,0,0,0,1,1640.0,Saleable Area,Chandigarh
Chandigarh,Aerocity,Residential,6990000,Semi-Furnished,3,3,"Connected,Room-attached",0,0,0,2,1350.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,9500000,Semi-Furnished,3,3,"Connected,Room-attached",0,0,0,3,1605.0,Built-up Area,Chandigarh
Chandigarh,South Mullanpur,Residential,12200000,Furnished,3,3,Room-attached,0,0,0,2,2250.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,7500000,Unfurnished,3,2,Connected,1,0,1,1,1180.0,Built-up Area,Chandigarh
Chandigarh,Ambala Highway,Residential,12000000,Semi-Furnished,3,3,Room-attached,0,0,0,1,1800.0,Saleable Area,Chandigarh
Chandigarh,Aerocity,Residential,15100000,Semi-Furnished,3,3,Room-attached,0,0,0,2,2050.0,Built-up Area,Chandigarh
Chandigarh,Chandigarh Airport,Residential,15100000,Semi-Furnished,3,4,Room-attached,0,0,0,3,2107.0,Built-up Area,Chandigarh
Chandigarh,KharaR-Banur Road,Residential,6090000,Semi-Furnished,3,2,"Connected,Individual,Room-attached",0,0,0,2,1350.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,7200000,Semi-Furnished,3,2,Room-attached,0,1,1,1,1180.0,Built-up Area,Chandigarh
Chandigarh,Sector 47,Residential,2700000,Unfurnished,1,1,Room-attached,0,0,0,1,900.0,Built-up Area,Chandigarh
Chandigarh,Central Derabassi,Residential,2390000,Unfurnished,3,3,Room-attached,1,0,0,0,900.0,Plot Area,Chandigarh
Chandigarh,Mullanpur,Residential,29800000,Furnished,5,5,"Connected,Room-attached",0,0,0,2,4507.0,Built-up Area,Chandigarh
Chandigarh,North Mullanpur,Residential,13400000,Semi-Furnished,3,4,"Connected,Individual,Room-attached",0,0,0,2,1780.0,Built-up Area,Chandigarh
Chandigarh,Sector 39,Residential,3600000,Semi-Furnished,3,3,"Connected,Individual",0,0,0,0,1350.0,Built-up Area,Chandigarh
Chandigarh,Bir Chhat,Residential,10500000,Furnished,3,3,"Connected,Room-attached",0,0,0,2,1610.0,Built-up Area,Chandigarh
Chandigarh,Bir Chhat,Residential,11300000,Semi-Furnished,3,3,Room-attached,0,0,0,2,1640.0,Built-up Area,Chandigarh
Chandigarh,Chandigarh Airport,Residential,8000000,Unfurnished,3,3,Room-attached,0,0,1,0,900.0,Plot Area,Chandigarh
Chandigarh,Ambala Highway,Residential,36523609,Semi-Furnished,3,4,Room-attached,0,0,0,2,1870.0,Built-up Area,Chandigarh
